"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"b0149",1905.10365246433,0.58790438865227,0.233707329743016,2.51555819536652,0.0118844055180916,0.0272676107231564
"b0150",1936.50714553428,0.872142558784628,0.221625103730368,3.93521556946766,8.31220536049358e-05,0.000760406254330131
"b0151",353.833881023999,0.378530362700438,0.221420187854052,1.70955668662852,0.0873478808654141,0.13241963589234
"b0152",235.453747797905,-0.287466784018048,0.226632766795248,-1.2684255153526,0.204646034542117,0.27135491298695
"b0153",1558.85205229639,0.658618568956766,0.184561596283734,3.5685569599444,0.00035895282219707,0.00229762144298214
"b0154",2115.78467764342,0.250486624275708,0.352733941963197,0.710129064647379,0.477624104204496,0.560757795710209
"b4765",27.443015784387,-0.79069583366563,0.469400378338349,-1.68448060579893,0.0920888244877031,0.138181858075001
"b0155",1093.73231711332,-0.33414976566428,0.240665750451808,-1.38843921512293,0.16500334208456,0.225307254102011
"b4728",0.381893726522485,-1.66163308441796,2.77056942061096,-0.599744251869906,0.548676691714294,0.626912017362111
"b0156",595.551398813168,0.489332099519076,0.340495751540929,1.43711660807685,0.15068486289444,0.208493856059396
"b0157",436.91258260819,0.44581430028776,0.21668039065452,2.05747413940459,0.0396406399948172,0.0687502230666825
"b0158",305.862741585295,0.157297636684124,0.212993801111193,0.738508049828208,0.460205777301408,0.544506585799584
"b0159",1073.25860348153,0.989231663697685,0.272083645088397,3.63576305138185,0.000277159005701094,0.00194650550461905
"b0160",685.53131883829,-0.0872899529662631,0.204090481877972,-0.427702223852138,0.668867930602411,0.732438733151317
"b0161",3692.22063152778,-0.871011717466452,0.469682408202169,-1.85446953570281,0.0636720146403532,0.101207571244757
"b0162",834.754746726356,-0.0435595159658644,0.203743865983937,-0.213795471856309,0.830706556253521,0.868604868606515
"b0163",1344.63678583937,0.644763742877158,0.315094025893535,2.04625822736167,0.0407309712394052,0.0703549961076112
"b0164",390.37022173287,0.100773144539348,0.236384232099798,0.42631077227183,0.669881409445218,0.733171873803585
"b0166",10394.3916297727,1.79697486630789,0.291341232899801,6.16793870343068,6.91859520900849e-10,4.68158275809575e-08
"b0167",1461.71034422656,0.299511050917341,0.203262157188025,1.47352096947531,0.140610613819681,0.196661104564731
"b0168",1680.26063526483,0.957692288344816,0.3176175958402,3.01523687883669,0.00256778626562038,0.00938001101143073
